iata_code,iso_region,municipality,name,iso_country
FOG,IT-75,Foggia,"Foggia ""Gino Lisa"" Airport",IT
PSR,IT-65,Pescara,Pescara International Airport,IT
BDS,IT-75,Brindisi,Brindisi – Salento Airport,IT
SUF,IT-78,Lamezia Terme (CZ),Lamezia Terme Airport,IT
CTA,IT-82,Catania,Catania-Fontanarossa Airport,IT
LMP,IT-82,Lampedusa,Lampedusa Airport,IT
PNL,IT-82,Pantelleria (TP),Pantelleria Airport,IT
PMO,IT-82,Palermo,Falcone–Borsellino Airport,IT
REG,IT-78,Reggio Calabria,Reggio Calabria Airport,IT
TPS,IT-82,Trapani (TP),Vincenzo Florio Airport Trapani-Birgi,IT
AHO,IT-88,Alghero,Alghero-Fertilia Airport,IT
CAG,IT-88,Cagliari,Cagliari Elmas Airport,IT
OLB,IT-88,Olbia (SS),Olbia Costa Smeralda Airport,IT
TTB,IT-88,Arbatax,Tortolì Airport,IT
MXP,IT-25,Milan,Malpensa International Airport,IT
BGY,IT-25,Bergamo,Il Caravaggio International Airport,IT
TRN,IT-21,Torino,Turin Airport,IT
ALL,IT-42,Albenga (SV),Villanova D'Albenga International Airport,IT
GOA,IT-42,Genova,Genoa Cristoforo Colombo Airport,IT
LIN,IT-25,Milan,Milano Linate Airport,IT
PMF,IT-45,Parma,Parma Airport,IT
AOT,IT-23,Aosta,Aosta Airport,IT
CUF,IT-21,Cuneo,Cuneo International Airport,IT
BZO,IT-32,Bolzano,Bolzano Airport,IT
BLQ,IT-45,Bologna,Bologna Guglielmo Marconi Airport,IT
TSF,IT-34,Treviso,Treviso-Sant'Angelo Airport,IT
FRL,IT-45,Forlì (FC),Forlì Airport,IT
VBS,IT-25,Montichiari (BS),Brescia Airport,IT
TRS,IT-36,Trieste,Trieste–Friuli Venezia Giulia Airport,IT
RMI,IT-45,Rimini,Federico Fellini International Airport,IT
VRN,IT-34,Verona,Verona Villafranca Airport,IT
AOI,IT-57,Ancona,Ancona Falconara Airport,IT
VCE,IT-34,Venice,Venice Marco Polo Airport,IT
CIA,IT-62,Roma,Ciampino–G. B. Pastine International Airport,IT
FCO,IT-62,Rome,Leonardo da Vinci–Fiumicino Airport,IT
QSR,IT-72,Salerno,Salerno Costa d'Amalfi Airport,IT
EBA,IT-52,Marina  Di Campo,Marina Di Campo Airport,IT
NAP,IT-72,Nápoli,Naples International Airport,IT
PSA,IT-52,Pisa,Pisa International Airport,IT
FLR,IT-52,Firenze,Peretola Airport,IT
PEG,IT-55,Perugia,Perugia San Francesco d'Assisi – Umbria International Airport,IT
LJU,SI-061,Ljubljana,Ljubljana Jože Pučnik Airport,SI
MBX,SI-070,,Maribor Airport,SI
KLV,CZ-KA,Karlovy Vary,Karlovy Vary International Airport,CZ
OSR,CZ-MO,Ostrava,Ostrava Leos Janáček Airport,CZ
PED,CZ-PA,Pardubice,Pardubice Airport,CZ
PRG,CZ-PR,Prague,Václav Havel Airport Prague,CZ
BRQ,CZ-JM,Brno,Brno-Tuřany Airport,CZ
TLV,IL-M,Tel Aviv,Ben Gurion International Airport,IL
ETH,IL-D,Eilat,Eilat Airport,IL
HFA,IL-HA,Haifa,Haifa International Airport,IL
RPN,IL-Z,Rosh Pina,Ben Ya'akov Airport,IL
VDA,IL-D,Eilat,Ovda International Airport,IL
SDV,IL-TA,Tel Aviv,Sde Dov Airport,IL
MLA,MT-25,Luqa,Malta International Airport,MT
GRZ,AT-6,Graz,Graz Airport,AT
INN,AT-7,Innsbruck,Innsbruck Airport,AT
KLU,AT-2,Klagenfurt am Wörthersee,Klagenfurt Airport,AT
LNZ,AT-4,Linz,Linz Hörsching Airport,AT
SZG,AT-5,Salzburg,Salzburg Airport,AT
VIE,AT-9,Vienna,Vienna International Airport,AT
SMA,PT-20,Vila do Porto,Santa Maria Airport,PT
FLW,PT-20,Santa Cruz das Flores,Flores Airport,PT
FAO,PT-08,Faro,Faro Airport,PT
GRW,PT-20,Santa Cruz da Graciosa,Graciosa Airport,PT
HOR,PT-20,Horta,Horta Airport,PT
TER,PT-20,Lajes,Lajes Field,PT
FNC,PT-30,Funchal,Madeira Airport,PT
PDL,PT-20,Ponta Delgada,João Paulo II Airport,PT
OPO,PT-13,Porto,Francisco de Sá Carneiro Airport,PT
PXO,PT-30,Vila Baleira,Porto Santo Airport,PT
LIS,PT-11,Lisbon,Lisbon Portela Airport,PT
SJZ,PT-20,Velas,São Jorge Airport,PT
BNX,BA-SRP,Banja Luka,Banja Luka International Airport,BA
OMO,BA-BIH,Mostar,Mostar International Airport,BA
SJJ,BA-BIH,Sarajevo,Sarajevo International Airport,BA
ARW,RO-AR,Arad,Arad International Airport,RO
BCM,RO-BC,Bacău,Bacău Airport,RO
BAY,RO-MM,Baia Mare,Tautii Magheraus Airport,RO
BBU,RO-B,Bucharest,Băneasa International Airport,RO
CND,RO-CT,Constanţa,Mihail Kogălniceanu International Airport,RO
CLJ,RO-CJ,Cluj-Napoca,Cluj-Napoca International Airport,RO
IAS,RO-IS,Iaşi,Iaşi Airport,RO
OMR,RO-BH,Oradea,Oradea International Airport,RO
OTP,RO-B,Bucharest,Henri Coandă International Airport,RO
SBZ,RO-SB,Sibiu,Sibiu International Airport,RO
SUJ,RO-SM,Satu Mare,Satu Mare Airport,RO
SCV,RO-SV,Suceava,Suceava Stefan cel Mare Airport,RO
TGM,RO-MS,Târgu Mureş,Transilvania Târgu Mureş International Airport,RO
TSR,RO-TM,Timişoara,Timişoara Traian Vuia Airport,RO
GVA,CH-GE,Geneva,Geneva Cointrin International Airport,CH
LUG,CH-TI,Lugano,Lugano Airport,CH
BRN,CH-BE,Bern,Bern Belp Airport,CH
ZRH,CH-ZH,Zurich,Zürich Airport,CH
ACH,CH-SG,Altenrhein,St Gallen Altenrhein Airport,CH
ESB,TR-06,Ankara,Esenboğa International Airport,TR
ADA,TR-01,Adana,Adana Airport,TR
AYT,TR-07,Antalya,Antalya International Airport,TR
GZT,TR-27,Gaziantep,Gaziantep International Airport,TR
KYA,TR-42,Konya,Konya Airport,TR
MLX,TR-44,Malatya,Malatya Erhaç Airport,TR
ASR,TR-38,Kayseri,Kayseri Erkilet Airport,TR
TJK,TR-60,Tokat,Tokat Airport,TR
DNZ,TR-20,Denizli,Çardak Airport,TR
IST,TR-34,Istanbul,Atatürk International Airport,TR
BZI,TR-10,,Balıkesir Merkez Airport,TR
CKZ,TR-17,Çanakkale,Çanakkale Airport,TR
ADB,TR-35,İzmir,Adnan Menderes International Airport,TR
YEI,TR-16,Bursa,Bursa Yenişehir Airport,TR
DLM,TR-48,Dalaman,Dalaman International Airport,TR
TEQ,TR-59,Çorlu,Tekirdağ Çorlu Airport,TR
AOE,TR-26,Eskişehir,Anadolu Airport,TR
EZS,TR-23,Elazığ,Elazığ Airport,TR
DIY,TR-21,Diyarbakir,Diyarbakir Airport,TR
ERC,TR-24,Erzincan,Erzincan Airport,TR
ERZ,TR-25,Erzurum,Erzurum International Airport,TR
KSY,TR-36,Kars,Kars Airport,TR
TZX,TR-61,Trabzon,Trabzon International Airport,TR
SFQ,TR-63,Şanlıurfa,Şanlıurfa Airport,TR
VAN,TR-65,Van,Van Ferit Melen Airport,TR
BAL,TR-72,Batman,Batman Airport,TR
MSR,TR-49,Muş,Muş Airport,TR
KCM,TR-46,Kahramanmaraş,Kahramanmaraş Airport,TR
AJI,TR-04,,Ağrı Airport,TR
ADF,TR-02,Adıyaman,Adıyaman Airport,TR
MQM,TR-47,Mardin,Mardin Airport,TR
GNY,TR-63,Şanlıurfa,Şanlıurfa GAP Airport,TR
NKT,TR-73,Şırnak,Şırnak Şerafettin Elçi Airport,TR
YKO,TR-30,Hakkari,Hakkari Yüksekova Airport,TR
HTY,TR-31,Hatay,Hatay Airport,TR
ISE,TR-32,Isparta,Süleyman Demirel International Airport,TR
EDO,TR-10,Edremit,Balıkesir Körfez Airport,TR
BJV,TR-48,Bodrum,Milas Bodrum International Airport,TR
SAW,TR-34,Istanbul,Sabiha Gökçen International Airport,TR
GZP,TR-07,Gazipaşa,Gazipaşa Airport,TR
KIV,MD-C,Chişinău,Chişinău International Airport,MD
LUZ,PL-LU,Lublin,Lublin Airport,PL
OHD,MK-003,Ohrid,Ohrid St. Paul the Apostle Airport,MK
SKP,MK-004,Skopje,Skopje Alexander the Great Airport,MK
GIB,GI-U-A,Gibraltar,Gibraltar Airport,GI
BEG,RS-00,Belgrade,Belgrade Nikola Tesla Airport,RS
INI,RS-20,Nis,Nis Airport,RS
TGD,ME-16,Podgorica,Podgorica Airport,ME
TIV,ME-19,Tivat,Tivat Airport,ME
BTS,SK-BL,Bratislava,M. R. Štefánik Airport,SK
KSC,SK-KI,Košice,Košice Airport,SK
SLD,SK-BC,Sliač,Sliač Airport,SK
TAT,SK-KI,Poprad,Poprad-Tatry Airport,SK
ILZ,SK-ZI,Žilina,Žilina Airport,SK
GDT,TC-GT,Cockburn Town,JAGS McCartney International Airport,TC
NCA,TC-NC,,North Caicos Airport,TC
PLS,TC-PR,Providenciales Island,Providenciales Airport,TC
XSC,TC-SC,,South Caicos Airport,TC
,MD-BL,Bălţi,Bălţi City Airport,MD
BRX,DO-04,Barahona,Maria Montez International Airport,DO
AZS,DO-20,Samana,Samaná El Catey International Airport,DO
JBQ,DO-01,La Isabela,La Isabela International Airport,DO
LRM,DO-12,La Romana,Casa De Campo International Airport,DO
PUJ,DO-11,Punta Cana,Punta Cana International Airport,DO
POP,DO-18,Puerto Plata,Gregorio Luperon International Airport,DO
