iata_code,iso_region,municipality,name,iso_country
MCY,AU-QLD,Maroochydore,Sunshine Coast Airport,AU
MKY,AU-QLD,Mackay,Mackay Airport,AU
BNK,AU-NSW,Ballina,Ballina Byron Gateway Airport,AU
OKY,AU-QLD,,Oakey Airport,AU
BQL,AU-QLD,,Boulia Airport,AU
PPP,AU-QLD,Proserpine,Proserpine Whitsunday Coast Airport,AU
ROK,AU-QLD,Rockhampton,Rockhampton Airport,AU
BME,AU-WA,Broome,Broome International Airport,AU
BHS,AU-NSW,Bathurst,Bathurst Airport,AU
TSV,AU-QLD,Townsville,Townsville Airport,AU
BLT,AU-QLD,,Blackwater Airport,AU
BDB,AU-QLD,Bundaberg,Bundaberg Airport,AU
WEI,AU-QLD,Weipa,Weipa Airport,AU
CVQ,AU-WA,Carnarvon,Carnarvon Airport,AU
CAZ,AU-NSW,,Cobar Airport,AU
CPD,AU-SA,,Coober Pedy Airport,AU
CNJ,AU-QLD,Cloncurry,Cloncurry Airport,AU
CED,AU-SA,,Ceduna Airport,AU
CTN,AU-QLD,,Cooktown Airport,AU
CMA,AU-QLD,,Cunnamulla Airport,AU
CNB,AU-NSW,,Coonamble Airport,AU
CUQ,AU-QLD,Coen,Coen Airport,AU
OOM,AU-NSW,Cooma,Cooma Snowy Mountains Airport,AU
DPO,AU-TAS,Devonport,Devonport Airport,AU
ELC,AU-NT,Elcho Island,Elcho Island Airport,AU
EMD,AU-QLD,Emerald,Emerald Airport,AU
EPR,AU-WA,Esperance,Esperance Airport,AU
GET,AU-WA,Geraldton,Geraldton Airport,AU
GLT,AU-QLD,Gladstone,Gladstone Airport,AU
GTE,AU-NT,Groote Eylandt,Groote Eylandt Airport,AU
GFF,AU-NSW,Griffith,Griffith Airport,AU
HVB,AU-QLD,Hervey Bay,Hervey Bay Airport,AU
HID,AU-QLD,Horn Island,Horn Island Airport,AU
MHU,AU-VIC,Mount Hotham,Mount Hotham Airport,AU
KNS,AU-TAS,,King Island Airport,AU
KWM,AU-QLD,Kowanyama,Kowanyama Airport,AU
KGC,AU-SA,,Kingscote Airport,AU
LNO,AU-WA,Leonora,Leonora Airport,AU
IRG,AU-QLD,Lockhart River,Lockhart River Airport,AU
LSY,AU-NSW,Lismore,Lismore Airport,AU
LHG,AU-NSW,,Lightning Ridge Airport,AU
LRE,AU-QLD,Longreach,Longreach Airport,AU
LER,AU-WA,,Leinster Airport,AU
AVV,AU-VIC,Melbourne,Avalon Airport,AU
ABX,AU-NSW,Albury,Albury Airport,AU
MKR,AU-WA,,Meekatharra Airport,AU
MIM,AU-NSW,Merimbula,Merimbula Airport,AU
MNG,AU-NT,Maningrida,Maningrida Airport,AU
HBA,AU-TAS,Hobart,Hobart International Airport,AU
MQL,AU-VIC,Mildura,Mildura Airport,AU
LST,AU-TAS,Launceston,Launceston Airport,AU
MBW,AU-VIC,Melbourne,Melbourne Moorabbin Airport,AU
MEL,AU-VIC,Melbourne,Melbourne International Airport,AU
MMG,AU-WA,,Mount Magnet Airport,AU
MRZ,AU-NSW,Moree,Moree Airport,AU
MOV,AU-QLD,Moranbah,Moranbah Airport,AU
MYA,AU-NSW,Moruya,Moruya Airport,AU
MGB,AU-SA,,Mount Gambier Airport,AU
NRA,AU-NSW,Narrandera,Narrandera Airport,AU
NAA,AU-NSW,Narrabri,Narrabri Airport,AU
NTN,AU-QLD,Normanton,Normanton Airport,AU
ZNE,AU-WA,Newman,Newman Airport,AU
ADL,AU-SA,Adelaide,Adelaide International Airport,AU
PUG,AU-SA,,Port Augusta Airport,AU
PBO,AU-WA,Paraburdoo,Paraburdoo Airport,AU
CCK,CC-U-A,Cocos (Keeling) Islands,Cocos (Keeling) Islands Airport,CC
DRW,AU-NT,Darwin,Darwin International Airport,AU
GOV,AU-NT,Nhulunbuy,Gove Airport,AU
KTA,AU-WA,Karratha,Karratha Airport,AU
KGI,AU-WA,Kalgoorlie,Kalgoorlie Boulder Airport,AU
PKE,AU-NSW,Parkes,Parkes Airport,AU
KNX,AU-WA,Kununurra,Kununurra Airport,AU
PLO,AU-SA,Port Lincoln,Port Lincoln Airport,AU
LEA,AU-WA,Exmouth,Learmonth Airport,AU
PQQ,AU-NSW,Port Macquarie,Port Macquarie Airport,AU
PTJ,AU-VIC,,Portland Airport,AU
PHE,AU-WA,Port Hedland,Port Hedland International Airport,AU
PER,AU-WA,Perth,Perth International Airport,AU
XCH,CX-U-A,Christmas Island,Christmas Island Airport,CX
ULP,AU-QLD,,Quilpie Airport,AU
RMA,AU-QLD,Roma,Roma Airport,AU
CBR,AU-ACT,Canberra,Canberra International Airport,AU
CFS,AU-NSW,Coffs Harbour,Coffs Harbour Airport,AU
DBO,AU-NSW,Dubbo,Dubbo City Regional Airport,AU
MJK,AU-WA,Denham,Shark Bay Airport,AU
NLK,NF-U-A,Burnt Pine,Norfolk Island International Airport,NF
SYD,AU-NSW,Sydney,Sydney Kingsford Smith International Airport,AU
TMW,AU-NSW,Tamworth,Tamworth Airport,AU
WGA,AU-NSW,Wagga Wagga,Wagga Wagga City Airport,AU
XTG,AU-QLD,,Thargomindah Airport,AU
THG,AU-QLD,Biloela,Thangool Airport,AU
TCA,AU-NT,Tennant Creek,Tennant Creek Airport,AU
TRO,AU-NSW,Taree,Taree Airport,AU
YVR,CA-BC,Vancouver,YVR,CA
WNR,AU-QLD,,Windorah Airport,AU
WYA,AU-SA,Whyalla,Whyalla Airport,AU
NTL,AU-NSW,Williamtown,Newcastle Airport,AU
WUN,AU-WA,,Wiluna Airport,AU
WOL,AU-NSW,,Wollongong Airport,AU
WIN,AU-QLD,,Winton Airport,AU
BWT,AU-TAS,Burnie,Wynyard Airport,AU
PEK,CN-11,Beijing,Beijing Capital International Airport,CN
CIF,CN-15,Chifeng,Chifeng Airport,CN
BPE,CN-13,Qinhuangdao,Qinhuangdao Beidaihe Airport,CN
DSN,CN-15,Ordos,Ordos Ejin Horo Airport,CN
ERL,CN-15,Erenhot,Erenhot Saiwusu International Airport,CN
YIE,CN-15,Arxan,Arxan Yi'ershi Airport,CN
HDG,CN-42,Handan,Handan Airport,CN
HET,CN-15,Hohhot,Baita International Airport,CN
HLD,CN-15,Hailar,Dongshan Airport,CN
NAY,CN-11,Beijing,Beijing Nanyuan Airport,CN
BAV,CN-15,Baotou,Baotou Airport,CN
SJW,CN-13,Shijiazhuang,Shijiazhuang Daguocun International Airport,CN
TSN,CN-12,Tianjin,Tianjin Binhai International Airport,CN
TGO,CN-15,Tongliao,Tongliao Airport,CN
XIL,CN-15,Xilinhot,Xilinhot Airport,CN
TYN,CN-14,Taiyuan,Taiyuan Wusu Airport,CN
RLK,CN-15,Bavannur,Bayannur Tianjitai Airport,CN
CGD,CN-43,Changde,Changde Airport,CN
HJJ,CN-43,Huaihua,Zhijiang Airport,CN
CAN,CN-44,Guangzhou,Guangzhou Baiyun International Airport,CN
CSX,CN-43,Changsha,Changsha Huanghua International Airport,CN
HCJ,CN-45,Hechi,Hechi Jinchengjiang Airport,CN
KWL,CN-45,Guilin City,Guilin Liangjiang International Airport,CN
LLF,CN-43,Yongzhou,Lingling Airport,CN
NNG,CN-45,Nanning,Nanning Wuxu Airport,CN
SWA,CN-44,Shantou,Jieyang Chaoshan International Airport,CN
ZUH,CN-44,Zhuhai,Zhuhai Jinwan Airport,CN
SZX,CN-44,Shenzhen,Shenzhen Bao'an International Airport,CN
LZH,CN-45,Liuzhou,Liuzhou Bailian Airport,CN
ZHA,CN-44,Zhanjiang,Zhanjiang Airport,CN
CGO,CN-41,Zhengzhou,Zhengzhou Xinzheng International Airport,CN
WUH,CN-42,Wuhan,Wuhan Tianhe International Airport,CN
HPG,CN-42,Shennongjia,Shennongjia Hongping Airport,CN
WDS,CN-42,Shiyan,Shiyan Wudangshan Airport,CN
YIH,CN-42,Yichang,Yichang Sanxia Airport,CN
HAK,CN-46,Haikou,Haikou Meilan International Airport,CN
SYX,CN-46,Sanya,Sanya Phoenix International Airport,CN
FNJ,KP-01,Pyongyang,Pyongyang Sunan International Airport,KP
DSO,KP-08,Sŏndŏng-ni,Sondok Airport,KP
WOS,KP-07,Wonsan,Wonsan Kalma International Airport,KP
DNH,CN-62,Dunhuang,Dunhuang Airport,CN
GOQ,CN-63,Golmud,Golmud Airport,CN
HTT,CN-63,Mengnai,Huatugou Airport,CN
INC,CN-64,Yinchuan,Yinchuan Airport,CN
JNG,CN-37,Jining,Jining Qufu Airport,CN
JGN,CN-62,Jiayuguan,Jiayuguan Airport,CN
LHW,CN-62,Lanzhou,Lanzhou Zhongchuan Airport,CN
IQN,CN-62,Qingyang,Qingyang Airport,CN
GXH,CN-62,Xiahe,Gannan Xiahe Airport,CN
XNN,CN-63,Xining,Xining Caojiabu Airport,CN
XIY,CN-61,Xianyang,Xi'an Xianyang International Airport,CN
ZHY,CN-64,Zhongwei,Zhongwei Shapotou Airport,CN
AVK,MN-055,Arvaikheer,Arvaikheer Airport,MN
LTI,MN-065,Altai,Altai Airport,MN
BYN,MN-069,Bayankhongor,Bayankhongor Airport,MN
UGA,MN-067,Bulgan,Bulgan Airport,MN
DLZ,MN-053,Dalanzadgad,Dalanzadgad Airport,MN
HVD,MN-043,Khovd,Khovd Airport,MN
MXV,MN-041,Mörön,Mörön Airport,MN
ULN,MN-1,Ulan Bator,Chinggis Khaan International Airport,MN
DLU,CN-53,Xiaguan,Dali Airport,CN
DIG,CN-53,Shangri-La,Diqing Airport,CN
JHG,CN-53,Jinghong,Xishuangbanna Gasa Airport,CN
LJG,CN-53,Lijiang,Lijiang Airport,CN
LUM,CN-53,Luxi,Mangshi Airport,CN
KMG,CN-53,Kunming,Kunming Changshui International Airport,CN
XMN,CN-35,Xiamen,Xiamen Gaoqi International Airport,CN
AQG,CN-34,Anqing,Anqing Tianzhushan Airport,CN
KHN,CN-36,Nanchang,Nanchang Changbei International Airport,CN
FUG,CN-U-A,Fuyang,Fuyang Xiguan Airport,CN
FOC,CN-35,Fuzhou,Fuzhou Changle International Airport,CN
HGH,CN-33,Hangzhou,Hangzhou Xiaoshan International Airport,CN
JDZ,CN-36,Jingdezhen,Jingdezhen Airport,CN
TNA,CN-37,Jinan,Yaoqiang Airport,CN
JUZ,CN-33,Quzhou,Quzhou Airport,CN
LCX,CN-35,Longyan,Longyan Guanzhishan Airport,CN
HYN,CN-33,Huangyan,Huangyan Luqiao Airport,CN
NGB,CN-33,Ningbo,Ningbo Lishe International Airport,CN
NKG,CN-32,Nanjing,Nanjing Lukou Airport,CN
HFE,CN-34,Hefei,Hefei Luogang International Airport,CN
PVG,CN-31,Shanghai,Shanghai Pudong International Airport,CN
TAO,CN-37,Qingdao,Liuting Airport,CN
JJN,CN-35,Quanzhou,Quanzhou Jinjiang International Airport,CN
SHA,CN-31,Shanghai,Shanghai Hongqiao International Airport,CN
TXN,CN-34,Huangshan,Tunxi International Airport,CN
WEF,CN-37,Weifang,Weifang Airport,CN
WEH,CN-37,Weihai,Weihai Airport,CN
WUX,CN-32,Wuxi,Sunan Shuofang International Airport,CN
WUS,CN-35,Wuyishan,Nanping Wuyishan Airport,CN
WNZ,CN-33,Wenzhou,Wenzhou Yongqiang Airport,CN
XUZ,CN-32,Xuzhou,Xuzhou Guanyin Airport,CN
YTY,CN-32,Yangzhou and Taizhou,Yangzhou Taizhou Airport,CN
YIC,CN-36,Yichun,Yichun Mingyueshan Airport,CN
YNT,CN-37,Yantai,Yantai Laishan Airport,CN
YIW,CN-33,Yiwu,Yiwu Airport,CN
BPX,CN-54,Bangda,Qamdo Bangda Airport,CN
BFJ,CN-52,Bijie,Bijie Feixiong Airport,CN
CKG,CN-50,Chongqing,Chongqing Jiangbei International Airport,CN
GYS,CN-51,Guangyuan,Guangyuan Airport,CN
KWE,CN-52,Guiyang,Longdongbao Airport,CN
JZH,CN-51,Jiuzhaigou,Jiuzhai Huanglong Airport,CN
KJH,CN-52,Huangping,Kaili Airport,CN
LXA,CN-54,Lhasa,Lhasa Gonggar Airport,CN
MIG,CN-51,Mianyang,Mianyang Airport,CN
HZH,CN-52,Liping,Liping Airport,CN
LZY,CN-54,Nyingchi,Nyingchi Airport,CN
TCZ,CN-53,Tengchong,Tengchong Tuofeng Airport,CN
CTU,CN-51,Chengdu,Chengdu Shuangliu International Airport,CN
XIC,CN-51,Xichang,Xichang Qingshan Airport,CN
ACX,CN-52,Xingyi,Xingyi Airport,CN
ZYI,CN-52,Zunyi,Zunyi Xinzhou Airport,CN
AKU,CN-65,Aksu,Aksu Airport,CN
IQM,CN-65,Qiemo,Qiemo Airport,CN
KRL,CN-65,Korla,Korla Airport,CN
KJI,CN-65,Burqin,Kanas Airport,CN
KHG,CN-65,Kashgar,Kashgar Airport,CN
HTN,CN-65,Hotan,Hotan Airport,CN
URC,CN-65,Ürümqi,Ürümqi Diwopu International Airport,CN
AOG,CN-21,Anshan,Anshan Air Base,CN
CGQ,CN-22,Changchun,Longjia Airport,CN
CHG,CN-21,Chaoyang,Chaoyang Airport,CN
FYJ,CN-23,Fuyuan,Dongji Aiport,CN
HRB,CN-23,Harbin,Taiping Airport,CN
HEK,CN-23,Heihe,Heihe Airport,CN
JMU,CN-23,Jiamusi,Jiamusi Airport,CN
JXA,CN-23,Jixi,Jixi Xingkaihu Airport,CN
JNZ,CN-21,Jinzhou,Jinzhou Airport,CN
LDS,CN-23,Yichun,Lindu Airport,CN
MDG,CN-23,Mudanjiang,Mudanjiang Hailang International Airport,CN
OHE,CN-23,Mohe,Gu-Lian Airport,CN
NDG,CN-23,Qiqihar,Qiqihar Sanjiazi Airport,CN
DLC,CN-21,Dalian,Zhoushuizi Airport,CN
TNH,CN-22,Tonghua,Tonghua Sanyuanpu Airport,CN
SHE,CN-21,Shenyang,Taoxian Airport,CN
YNJ,CN-22,Yanji,Yanji Chaoyangchuan Airport,CN
YKH,CN-21,Yingkou,Yingkou Lanqi Airport,CN
